 9 ,230,240 ,181 ,1.0 ,2.683
 9 ,230,250 ,210 ,1.0 ,2.682
 9 , 20,330 ,199 ,2.0 ,2.747
 9 ,330,110 ,218 ,1.0 ,2.728
 9 ,330,120 ,191 ,1.0 ,2.731
 9 , 50,340 ,188 ,1.0 ,2.706
 9 ,340,140 ,188 ,1.0 ,2.698
 9 ,340,150 ,229 ,1.0 ,2.701
 9 ,340,160 ,194 ,1.0 ,2.697
 9 ,160,170 , 1 ,1.0 ,3.204
 9 ,160,180 ,213 ,1.0 ,2.689
 9 , 60,260 ,199 ,1.0 ,2.698
 9 ,280,290 ,194 ,1.0 ,2.671
 9 ,300,310 ,207 ,1.0 ,2.682
10 , 10,20 ,182 ,2.8 ,2.743
10 , 20,30 ,208 ,2.6 ,2.739
10 , 30,40 ,205 ,2.6 ,2.739
10 , 40,50 ,214 ,1.0 ,2.717
10 , 50,60 ,206 ,1.0 ,2.707
10 , 60,70 ,218 ,1.0 ,2.699
10 , 70,270 ,169 ,1.0 ,2.693
10 ,270,280 ,194 ,1.0 ,2.687
10 ,280,300 ,194 ,1.0 ,2.680
10 ,300,320 ,198 ,1.0 ,2.674
10 , 30,350 ,215 ,1.0 ,2.732
10 ,350,80 ,189 ,1.0 ,2.717
10 ,350,90 ,203 ,1.0 ,2.716
10 ,350,100 ,170 ,1.0 ,2.718
10 , 40,130 ,185 ,1.0 ,2.718
10 , 50,190 ,213 ,1.0 ,2.705
10 ,190,200 , 1 ,1.0 ,2.676
10 ,190,210 ,220 ,1.0 ,2.697
10 ,210,220 ,192 ,1.0 ,2.690
10 ,210,230 ,207 ,1.0 ,2.690
10 ,230,240 ,181 ,1.0 ,2.683
10 ,230,250 ,210 ,1.0 ,2.682
10 , 20,330 ,199 ,2.6 ,2.739
10 ,330,110 ,218 ,1.0 ,2.728
10 ,330,120 ,191 ,1.0 ,2.731
10 , 50,340 ,188 ,1.0 ,2.706
10 ,340,140 ,188 ,1.0 ,2.698
10 ,340,150 ,229 ,1.0 ,2.701
10 ,340,160 ,194 ,1.0 ,2.698
10 ,160,170 , 1 ,1.0 ,3.196
10 ,160,180 ,213 ,1.0 ,2.690
10 , 60,260 ,199 ,1.0 ,2.698
10 ,280,290 ,194 ,1.0 ,2.672
10 ,300,310 ,207 ,1.0 ,2.683
